,Company,"Company, City, State, ZIP",Fatality or Catastrophe,Inspection #,Preliminary Description of Incident,Summary Report Date,Unnamed: 4,Victim(s),date,place,lat,lng
111,"Somerset Barn Equipment Canonsburg, PA 15317",,,,"Victim was in a 60-foot high silo unclogging a discharge hole. While in the process of drilling a hole and remvoing the pipe, the victim clutched his chest and fell over.",8/28/2009,,,8/24/2009,"Somerset Barn Equipment Canonsburg, PA 15317",40.00158769999999,-78.99038759999999
112,"Affordable Fast Gutters LLC Metairie, LA 70001",,,,Victim was moving a ladder and touched the overhead power line with the ladder. He was electrocuted.,8/28/2009,,,8/25/2009,"Affordable Fast Gutters LLC Metairie, LA 70001",29.9797336,-90.16354419999999
113,"Mark Young Construction Corp. Elizabeth, CO 80107",,,,Victim was working from an 8-foot step ladder doing caulking on a ceiling/wall area and fell to the ground.,8/28/2009,,,8/25/2009,"Mark Young Construction Corp. Elizabeth, CO 80107",40.113809,-104.970124
114,"Tri-State Electrical Contracting Inc. Bay Terrce, NY 11360",,,,Victim was operating a knuckle boom truck and was crushed between the boom and the controls.,8/28/2009,,,8/25/2009,"Tri-State Electrical Contracting Inc. Bay Terrce, NY 11360",40.7779482,-73.7801447
115,"ABC Salvage & Scrap Metal, Inc. Little Rock, AR 72210",,,,Victim was struck and pinned by two track-hoes.,8/28/2009,,,8/26/2009,"ABC Salvage & Scrap Metal, Inc. Little Rock, AR 72210",34.6774716,-92.4109158
116,"Ace Coffee Bar, Inc. Streamwood, IL 60107",,,,Victim was conducting service work on a coke vending machine and was electrocuted.,8/28/2009,,,8/26/2009,"Ace Coffee Bar, Inc. Streamwood, IL 60107",41.997535,-88.171342
117,"Disney Stores USA, LLC Round Rock, TX 78864",,,,Victim fell from a 3-step ladder.,8/28/2009,,,8/26/2009,"Disney Stores USA, LLC Round Rock, TX 78864",30.5647886,-97.6892647
118,"Whemco, Inc. (Ohio Foundry Division) Lima, OH",,,,"Victim, during a grinding operation, was struck by an exploding grinding wheel.",8/28/2009,,,8/27/2009,"Whemco, Inc. (Ohio Foundry Division) Lima, OH",40.7146209,-84.1118238
119,"Dekalb Co. Hwy. Dept., Public Sector, Smithville, TN",,,,Employee was thrown from an asphalt roller while working on a road paving project (possible heart attack instead - more information will be provided after investigation).,9/4/2009,,,8/26/2009,"Dekalb Co. Hwy. Dept., Public Sector, Smithville, TN",35.961428,-85.81298
120,"UCL, Inc., West Chester, OH 45069",,,,Employee was involved in a bridge blasting and painting operation. Employee was wearing a harness but was not tied off to the horizontal lifeline. Fall from the elevated walkboard resulted in fatal injuries.,9/4/2009,,,8/26/2009,"UCL, Inc., West Chester, OH 45069",39.285401,-84.555114
121,"Davis Buildings, Stigler, OK 74462",,,,"Employee was in the warehouse when a pallet of door panels stacked 15-feet high and weighing 850 lbs fell from the top of the stacked palets, crushing the employee.",9/4/2009,,,8/27/2009,"Davis Buildings, Stigler, OK 74462",35.2537874,-95.12826989999999
122,"Volvo of Savannah, Savannah, GA 31406",,,,Employee was working from a ladder and fell to the ground. Head injuries resulted in a fatality.,9/4/2009,,,8/27/2009,"Volvo of Savannah, Savannah, GA 31406",31.9996421,-81.1227055
123,"JMR Concrete, Brooklyn, NY 11208",,,,Employee was working with a gasoline powered scarifying machine. Probable cause of death was carbon monoxide poisoning.,9/4/2009,,,8/28/2009,"JMR Concrete, Brooklyn, NY 11208",40.7418793,-73.3501448
124,"Konecranes Inc. dba Crane Pro, Henderson, KY",,,,"Employee was observed hanging by his harness from the bridge of a ""Kone"" 60-ton crane. After rescue, the coroner reported the cause of death was electrocution.",9/4/2009,,,8/28/2009,"Konecranes Inc. dba Crane Pro, Henderson, KY",38.0023237,-87.4845698
125,"Pro Elevator Services Inc., Brooklyn, NY 11218",,,,"Employee was below the elevator releasing the elevator jaws. The elevator dropped, crushing the employee.",9/4/2009,,,8/28/2009,"Pro Elevator Services Inc., Brooklyn, NY 11218",40.6451082,-73.9865516
126,"Tredco Tire Services, Elk Grove Village, IL 60007",,,,Employee was installing a new tire. The explosive separation of the and its components resulted in fatal head injuries.,9/4/2009,,,8/28/2009,"Tredco Tire Services, Elk Grove Village, IL 60007",42.002986,-87.943488
127,"Greenleaf Construction, Inc., Skokie, IL 60077",,,,Employee was engaged in residential roofing work and fell 26 feet to his death.,9/4/2009,,,9/1/2009,"Greenleaf Construction, Inc., Skokie, IL 60077",42.0369526,-87.75240339999999
128,"Coastal Drilling Land Company, Encinal, TX 78019",,,,Employee was struck by a derrick.,9/4/2009,,,9/2/2009,"Coastal Drilling Land Company, Encinal, TX 78019",28.041117,-99.3544787
129,"Meisenzahl Construction, Co., Naples, NY 14512",,,,Employee operating a skid steer loader on a slope was killed when the skid stree loader rolled over.,9/4/2009,,,9/2/2009,"Meisenzahl Construction, Co., Naples, NY 14512",42.6133442,-77.403768
130,"Millersburg Area Ambulance Association, Millerburg, PA 17061",,,,Employee fell down the stairs. Stairs did not have a hand rail.,9/11/2009,,,8/13/2009,"Millersburg Area Ambulance Association, Millerburg, PA 17061",40.53989199999999,-76.95847599999999
131,"Mariani & Richards, Inc., Pittsburgh, PA 15222",,,,Employee was performing masonry work 250 feet above ground but was not wearing fall protection. Fall to the ground resulted in fatal injuries.,9/11/2009,,,8/18/2009,"Mariani & Richards, Inc., Pittsburgh, PA 15222",40.3773679,-80.0044556
132,"HFM Food Service, HI",,,,The worker was found in the freezer warehouse at forklift operator station.,9/11/2009,,,9/2/2009,"HFM Food Service, HI",21.333623,-157.882955
133,"NYCDOC Rikers Island, East Elmhurst, NY 11370",,,,The worker developed breathing problems. EMS arrived and took the Worker to the hospital. The worker died at the hospital.,9/11/2009,,,9/2/2009,"NYCDOC Rikers Island, East Elmhurst, NY 11370",40.79312770000001,-73.88601
134,"Power Piping Company, Clairton, PA 15025",,,,"Two employees were working inside a confined space area when an explosion occurred, then a fire. One employee fatality and one employee was hospitalized.",9/11/2009,,,9/3/2009,"Power Piping Company, Clairton, PA 15025",40.29387940000001,-79.87277739999999
135,"Cross-Roads Asphalt Recycling, Inc., Columbia Station, OH 44028",,,,Employee suffered a fatal heart attack while observing fire fighting activities at the workplace.,9/11/2009,,,9/4/2009,"Cross-Roads Asphalt Recycling, Inc., Columbia Station, OH 44028",41.3179313,-81.971017
136,"Gulf Coast Surveyors, Inc., Port Arthur, TX 77641",,,,Employee was aboard a vessel observing loading the compartment with calcined coke. He tripped over a coaming and struck his head on a vent pipe.,9/11/2009,,,9/4/2009,"Gulf Coast Surveyors, Inc., Port Arthur, TX 77641",29.8731831,-93.9329119
137,"Iowa Select Farms, LLP, Kanawha, IA 50126",,,,Worker was power washing hog crates when he fell to the floor and became non-responsive.,9/11/2009,,,9/4/2009,"Iowa Select Farms, LLP, Kanawha, IA 50126",42.50488800000001,-93.263227
138,"Nicholas Migliaccio, Long Valley, NJ 07853",,,,"As a tree limb was being lowered to the ground, the limb struck an employee causing fatal injuries.",9/11/2009,,,9/4/2009,"Nicholas Migliaccio, Long Valley, NJ 07853",40.78593310000001,-74.7801645
139,"Northwest Abatement Services, Inc., Fort Lewis, WA 98433",,,,Employee was found unconscious at the base of a fixed ladder. Employee transported to hospital where he was pronounced dead.,9/11/2009,,,9/4/2009,"Northwest Abatement Services, Inc., Fort Lewis, WA 98433",47.1674807,-122.47887
140,"Razban Enterprises dba Dominoes Pizza, Benton, KY 42025",,,,"Fatal heart attack. Worker was on a pizza delivery run, when his car ran off the road and struck a tree.",9/11/2009,,,9/4/2009,"Razban Enterprises dba Dominoes Pizza, Benton, KY 42025",36.9274083,-88.34490269999999
141,"Johnson's Tree Service, Cleveland, TN",,,,Worker was crushed by a truck when it fell over on him while lowering a cut tree with the boom of the truck.,9/11/2009,,,9/8/2009,"Johnson's Tree Service, Cleveland, TN",35.1196344,-84.8644169
142,"Northland Services, Thorne Bay, AK 99919",,,,Worker was loading containers on a barge and was found crushed between the containers.,9/11/2009,,,9/8/2009,"Northland Services, Thorne Bay, AK 99919",55.682299,-132.5225599
143,"Western Engineering Company, Chappell, NE 69129",,,,Employees were working on a road construction project. The back set of duals came off a trailer and struck the employees. One employee fatality and one employee hospitalization.,9/11/2009,,,9/8/2009,"Western Engineering Company, Chappell, NE 69129",19.0519127,72.8293975
144,"Fresh Grocer, Drexel Hill, PA 19026",,,,"Employee was pulling a pallet. The pallet broke causing the employee to fallbackwards, hitting his head against a metal door.",9/11/2009,,,9/9/2009,"Fresh Grocer, Drexel Hill, PA 19026",39.9457904,-75.3222792
145,"Huntington Manor FD, Huntington Station, NY 11746",,,,The worker was first on the scene and called the fire department. He walked around the building to assess the situation. The worker collapsed as emergency responders arrived. He was transported to the hospital where he was pronounced dead.,9/11/2009,,,9/9/2009,"Huntington Manor FD, Huntington Station, NY 11746",40.8421087,-73.4114039
146,"McKenzie Contracting, Mullins, SC 29574",,,,The worker was operating a weed-eater on the side of the highway when he was struck by a car.,9/11/2009,,,9/9/2009,"McKenzie Contracting, Mullins, SC 29574",34.2057166,-79.25449019999999
147,"Chipco LLC Oil & Gas Company, Londonderry, OH 45647",,,,Employees were shutting down a natural gas well and flushing it with water. They disturbed a pocket of hydrogen sulfide and were overcome by the gas. One employee fatality and two employees were hospitalized.,9/11/2009,,,9/10/2009,"Chipco LLC Oil & Gas Company, Londonderry, OH 45647",39.275341,-82.8225239
148,"CMH Moving Inc., Hopkinsville, KY",,,,A cable was hooked to a small trailer that was up against a tree. The trailer started moving and the Worker got between the trailer and the truck and was caught between the two.,9/11/2009,,,9/10/2009,"CMH Moving Inc., Hopkinsville, KY",36.83290410000001,-87.47358009999999
149,"Transor Inc., Philadelphia, PA 19129",,,,Worker was caught between a dock plate and a truck's trailer.,9/18/2009,,,9/8/2009,"Transor Inc., Philadelphia, PA 19129",40.0124603,-75.1711831
150,"Atlas SIgn, Houston, TX 77036",,,,Worker was making a connector from a store sign to a breaker panel and was electrocuted.,9/18/2009,,,9/10/2009,"Atlas SIgn, Houston, TX 77036",29.858279,-95.3855619
151,"Outdoor Creations Landscape & Design, McGregor, IA 52157",,,,The Worker was pinned under a construction trailer while working for Outdoor Creations Landscaping & Design. The tandem axle trailer was parked on a slight incline and began to roll backwards at some point pinning the Worker between the tires of the two axles.,9/18/2009,,,9/11/2009,"Outdoor Creations Landscape & Design, McGregor, IA 52157",43.044574,-91.39086499999999
152,"Edgewater Hotel & Casino, Laughlin, NV 89028",,,,The Worker was found on the kitchen floor of the Edgewater Hotel & Casino. The Worker told a co-worker that he had collapsed on the floor. The co-worker went for help and when he returned the Worker was not responding. Attempts were made to revive him but he never responded.,9/18/2009,,,9/12/2009,"Edgewater Hotel & Casino, Laughlin, NV 89028",35.1606084,-114.5716887
153,"IBT, Inc., Merriam, KS 66203",,,,"Worker was standing on a scissor lift taking inventory and fell 5 feet, hitting his head on the cement below.",9/18/2009,,,9/12/2009,"IBT, Inc., Merriam, KS 66203",39.0352589,-94.68813519999999
154,"Tony's Construction Service, Inc., Raleigh, NC",,,,Worker was demolishing a concrete block wall when the wall collapsed striking the Worker resulting in crushing injuries which resulted in the fatality.,9/18/2009,,,9/13/2009,"Tony's Construction Service, Inc., Raleigh, NC",35.847975,-78.561966
155,"Earth Words Solutions, WY",,,,During culvert removal preparations the Worker placed himself in an excavation with no cave-in protection. The Worker was killed when a cave-in occurred.,9/18/2009,,,9/14/2009,"Earth Words Solutions, WY",43.0759678,-107.2902839
156,"Gordon Bennett Painting Inc., Whitehouse Station, NJ 08889",,,,Worker fell through a skylight.,9/18/2009,,,9/14/2009,"Gordon Bennett Painting Inc., Whitehouse Station, NJ 08889",40.652935,-75.212999
157,"Issaquah Highlands Recreation Club, Issaquah, WA 98027",,,,Worker died as a result of being struck by a dead alder tree.,9/18/2009,,,9/14/2009,"Issaquah Highlands Recreation Club, Issaquah, WA 98027",47.50682399999999,-122.086899
158,"S & S Communication Specialists Inc., Wet Plains, MO 65775",,,,Worker during the erection of a communication tower fell 325 feet.,9/18/2009,,,9/14/2009,"S & S Communication Specialists Inc., Wet Plains, MO 65775",36.7281154,-91.8523711
159,"Scandrill, Inc., Logansport, LA 71049",,,,"Worker was struck by a pipe, knocked under a V-Door and fell through the V-Door to a catwalk 20 feet below.",9/18/2009,,,9/14/2009,"Scandrill, Inc., Logansport, LA 71049",31.9966749,-93.9917466
160,"Terral Reverservice, Inc., Lake Providence, LA 71254",,,,"Worker was on a platform that collapsed, falling 25 feet.",9/18/2009,,,9/14/2009,"Terral Reverservice, Inc., Lake Providence, LA 71254",32.7604639,-91.1795078
161,"Commercial Brick Corporation, Wewoka, OK 74884",,,,Worker was reaching in to straighten up brick that had fallen over to one side for the setting head and was caught between the brick and the setting head.,9/18/2009,,,9/15/2009,"Commercial Brick Corporation, Wewoka, OK 74884",35.1752509,-96.546784
162,"Joaquin Sierra, Waterloo, IA 50701",,,,The Worker fell and struck his head on cement. He was hospitalized and later passed away from his injuries.,9/18/2009,,,9/15/2009,"Joaquin Sierra, Waterloo, IA 50701",42.4285686,-92.3616203
163,"Myles Construction Company, Inc., Hopkins, SC 29061",,,,The Worker was standing on an elevated template made of steel. The bottom cross brace of the lead struck and pinned the Worker's head against an existing pilling resulting in death.,9/18/2009,,,9/15/2009,"Myles Construction Company, Inc., Hopkins, SC 29061",34.230529,-80.6773599
164,"Priola Construction Corporation, Lake Charles, LA 70605",,,,"Employees were attempting to raise a 14 x 26 framed wall by hand and the wind increased. The wall fell, crushing the Worker and hospitalizing another employee.",9/18/2009,,,9/15/2009,"Priola Construction Corporation, Lake Charles, LA 70605",30.19899199999999,-93.2313544
165,"Bowman's Inc. of Mountain Home, Pocatello, ID 83201",,,,Worker was buried in a trench.,9/18/2009,,,9/16/2009,"Bowman's Inc. of Mountain Home, Pocatello, ID 83201",43.1260509,-115.721239
166,"Hendren Tow Boat Company, Inc., Portland, OR 97217",,,,"Worker was boarding a tow boat and fell into the water, drowning.",9/18/2009,,,9/16/2009,"Hendren Tow Boat Company, Inc., Portland, OR 97217",45.6075023,-122.6861771
167,"NYCPD 46 Pct., Bronx, NY 10457",,,,The Worker collapsed in the locker room at the 46th Pct station house by an apparent heart failure. He was transported to St. Barnabas hospital where he was pronounced dead.,9/18/2009,,,9/16/2009,"NYCPD 46 Pct., Bronx, NY 10457",40.8539903,-73.9001115
168,"Phillips Paving Company, Inc., Excelsior Springs, MO 64024",,,,Worker was operating a Sakai Roller near the edge of a steep embankment and the Roller rolled off the embankment. The Worker jumped free and was crushed when the machine landed on top of him.,9/18/2009,,,9/16/2009,"Phillips Paving Company, Inc., Excelsior Springs, MO 64024",39.339236,-94.242002
